Date (YMD),Advancers,Decliners,Unchanged,RANA,19-day EMA,39-day EMA,Oscillator,Index
19750807,619,671,479,-40.3100775194,-212.5819896023,-127.4167979393,-85.165191663,1574.8729600623
19750808,477,841,460,-276.1760242792,-218.94139307,-134.8547592563,-84.0866338137,1490.7863262485
19750811,585,739,455,-116.3141993958,-208.6786737026,-133.9277312633,-74.7509424393,1416.0353838092
19750812,962,397,432,415.7468727005,-146.2361190623,-106.4440010651,-39.7921179972,1376.243265812
19750813,347,954,459,-466.5641813989,-178.2689252959,-124.4500100818,-53.8189152142,1322.4243505978
19750814,379,931,422,-421.3740458015,-202.5794373465,-139.2962118677,-63.2832254787,1259.1411251191
19750815,822,453,439,289.4117647059,-153.3803171413,-117.8608130391,-35.5195041022,1223.6216210169
19750818,638,633,477,3.9339103068,-137.6488943964,-111.7710768718,-25.8778175247,1197.7438034922
19750819,292,1117,369,-585.5216465578,-182.4361696126,-135.4586053561,-46.9775642565,1150.7662392357
19750820,193,1292,316,-740.0673400673,-238.1992866581,-165.6890420916,-72.5102445664,1078.2559946693
19750821,461,887,426,-316.0237388724,-245.9817318795,-173.2057769307,-72.7759549488,1005.4800397205
19750822,990,381,383,444.2013129103,-176.9634274005,-142.3354224386,-34.6280049619,970.8520347586
19750825,979,391,395,429.197080292,-116.3473766313,-113.7587973021,-2.5885793292,968.2634554294
19750826,412,930,428,-385.9910581222,-143.3117447804,-127.3704103431,-15.9413344373,952.3221209921
19750827,684,604,453,62.1118012422,-122.7693901781,-117.8962997638,-4.8730904143,947.4490305779
19750828,1258,185,323,743.5897435897,-36.1334768013,-74.8219975962,38.6885207948,986.1375513727
19750829,1051,352,375,498.2181040627,17.3016812851,-46.1699925132,63.4716737983,1049.609225171
19750902,399,992,357,-426.3120057513,-27.0596874185,-65.1770931751,38.1174057566,1087.7266309276
19750903,682,643,422,29.4339622642,-21.4103224503,-60.4465404031,39.0362179529,1126.7628488805
19750904,728,589,435,105.5429005315,-8.7150001521,-52.1470683564,43.4320682043,1170.1949170848
19750905,491,811,462,-245.7757296467,-32.4210731016,-61.8285014209,29.4074283194,1199.6023454041
19750908,640,659,464,-14.6266358737,-30.6416293788,-59.4684081436,28.8267787648,1228.4291241689
19750909,478,884,426,-298.0910425844,-57.3865706993,-71.3995398656,14.0129691663,1242.4420933352
19750910,257,1134,375,-630.4816678648,-114.6960804159,-99.3536462656,-15.3424341503,1227.0996591849
19750911,496,731,520,-191.5240423798,-122.3788766123,-103.9621660713,-18.416710541,1208.6829486439
19750912,590,674,483,-66.4556962025,-116.7865585713,-102.0868425779,-14.6997159935,1193.9832326504
19750915,375,894,439,-408.9834515366,-146.0062478678,-117.4316730258,-28.5745748421,1165.4086578084
19750916,336,1003,439,-498.1329350261,-181.2189165837,-136.4667361258,-44.7521804579,1120.6564773505
19750917,544,756,469,-163.0769230769,-179.404717233,-137.7972454734,-41.6074717596,1079.0490055909
19750918,1008,361,403,472.607742878,-114.2034712219,-107.2769960558,-6.9264751661,1072.1225304248
19750919,1244,257,311,657.5616255829,-37.0269615414,-69.0350649739,32.0081034324,1104.1306338572
19750922,590,789,408,-144.3074691806,-47.7550123053,-72.7986851842,25.0436728789,1129.1743067361
19750923,505,801,470,-226.6462480858,-65.6441358834,-80.4910633293,14.8469274459,1144.021234182
19750924,1005,372,408,459.6949891068,-13.1102233844,-53.4817607075,40.3715373231,1184.3927715051
19750925,567,705,471,-108.4905660377,-22.6482576497,-56.232200974,33.5839433243,1217.9767148294
19750926,710,565,468,113.7254901961,-9.0108828651,-47.7343164155,38.7234335504,1256.7001483798
19750929,433,900,433,-350.3375843961,-43.1435530182,-62.8644798145,19.7209267963,1276.4210751761
19750930,256,1083,445,-617.6250933532,-100.5917070517,-90.6025104914,-9.9891965603,1266.4318786158
19751001,331,1020,427,-509.9925980755,-141.5317961541,-111.5720148707,-29.9597812834,1236.4720973323
19751002,714,553,485,127.0718232044,-114.6714342182,-99.6398229669,-15.0316112513,1221.440486081
19751003,1131,264,380,621.5053763441,-41.053753162,-63.5825630013,22.5288098393,1243.9692959203
19751006,973,409,430,408.1041968162,3.8620418358,-39.9982250105,43.8602668463,1287.8295627666
19751007,555,776,458,-166.0405709992,-13.1282194477,-46.3003423099,33.1721228622,1321.0016856288
19751008,887,443,444,333.8345864662,21.5680611437,-27.2935958711,48.8616570148,1369.8633426436
19751009,797,542,440,190.4406273338,38.4553177627,-16.4068847109,54.8622024736,1424.7255451172
19751010,683,631,466,39.5738203957,38.567168026,-13.6078494555,52.1750174815,1476.9005625987
19751013,921,378,421,418.0138568129,76.5118369047,7.9732358579,68.5386010468,1545.4391636455
19751014,780,579,487,147.9028697572,83.6509401899,14.9697175529,68.6812226371,1614.1203862826
19751015,622,708,482,-64.6616541353,68.8196807574,10.9881489684,57.831531789,1671.9519180716
19751016,850,533,430,229.2118582791,84.8588985096,21.899334434,62.9595640756,1734.9114821472
19751017,486,854,476,-274.6268656716,48.9103220915,7.0730244287,41.8372976628,1776.7487798099
19751020,850,524,438,237.2634643377,67.7456363161,18.5825464242,49.1630898919,1825.9118697019
19751021,971,454,429,362.8070175439,97.2517744389,35.7937699801,61.4580044587,1887.3698741606
19751022,707,645,466,45.8579881657,92.1123958115,36.2969808894,55.8154149221,1943.1852890827
19751023,911,480,432,309.8490294752,113.8860591779,49.9745833187,63.9114758592,2007.0967649419
19751024,515,890,417,-266.9039145907,75.807061801,34.1306584232,41.6764033778,2048.7731683198
19751027,630,691,479,-46.1771385314,63.6086417678,30.1152685755,33.4933731923,2082.2665415121
19751028,882,534,425,245.7627118644,81.8240487775,40.8976407399,40.9264080375,2123.1929495496
19751029,347,1078,403,-512.9824561404,22.3433982857,13.2036358959,9.1397623898,2132.3327119393
19751030,616,726,450,-81.9672131148,11.9123371456,8.4450934454,3.4672437002,2135.7999556396
19751031,626,714,470,-65.671641791,4.153939252,4.7392566836,-0.5853174316,2135.214638208
19751103,444,915,445,-346.5783664459,-30.9192913178,-12.8266244729,-18.0926668449,2117.1219713631
19751104,742,573,504,128.5171102662,-14.9756511594,-5.7594377359,-9.2162134235,2107.9057579396
19751105,973,463,391,355.1532033426,22.0372342908,12.286194318,9.7510399728,2117.6567979124
19751106,801,567,448,171.0526315789,36.9387740196,20.224516181,16.7142578386,2134.371055751
19751107,708,696,422,8.547008547,34.0995974723,19.6406407993,14.458956673,2148.830012424
19751110,638,763,435,-89.2219842969,21.7674392954,14.1975095445,7.5699297509,2156.3999421749
19751111,870,483,457,286.0310421286,48.1937995787,27.7891861737,20.404613405,2176.8045555799
19751112,1108,383,359,486.2508383635,91.9995034572,50.7122687832,41.287234674,2218.0917902539
19751113,784,622,451,115.2204836415,94.3216014756,53.9376795261,40.3839219495,2258.4757122034
19751114,667,687,472,-14.7710487445,83.4123364536,50.5022431126,32.910093341,2291.3858055444
19751117,813,602,437,149.1166077739,89.9827635857,55.4329613457,34.54980224,2325.9356077844
19751118,665,779,431,-78.9473684211,73.089750385,48.7139448573,24.3758055277,2350.3114133121
19751119,379,1043,408,-466.9479606188,19.0859792846,22.9308495835,-3.8448702989,2346.4665430132
19751120,572,790,460,-160.0587371512,1.171507641,13.7813702468,-12.6098626058,2333.8566804074
19751121,672,669,469,2.2371364653,1.2780705234,13.2041585577,-11.9260880343,2321.9305923732
19751124,742,646,441,69.1642651297,8.0666899841,16.0021638863,-7.9354739022,2313.9951184709
19751125,928,490,427,308.8857545839,38.1485964441,30.6463434212,7.5022530229,2321.4973714938
19751126,803,576,444,164.6120377085,50.7949405705,37.3446281355,13.4503124349,2334.9476839287
19751128,806,518,489,217.5226586103,67.4677123745,46.3535296593,21.1141827152,2356.0618666439
19751201,537,835,477,-217.2011661808,39.000824519,33.1757948673,5.8250296517,2361.8868962956
19751202,260,1207,390,-645.5351056578,-29.4527684987,-0.759750159,-28.6930183398,2333.1938779559
19751203,172,1414,282,-783.1021437579,-104.8177060246,-39.8768698389,-64.9408361857,2268.2530417701
19751204,661,694,492,-24.3542435424,-96.7713597764,-39.1007385241,-57.6706212523,2210.5824205178
19751205,484,872,470,-286.1356932153,-115.7077931203,-51.4524862587,-64.2553068617,2146.3271136561
19751208,511,850,508,-249.0815576782,-129.0451695761,-61.3339398296,-67.7112297465,2078.6158839097
19751209,599,744,500,-107.9672375279,-126.9373763713,-63.6656047145,-63.2717716567,2015.3441122529
19751210,897,483,463,300,-84.2436387342,-45.4823244788,-38.7613142553,1976.5827979976
19751211,670,665,508,3.7453183521,-75.4447430255,-43.0209423373,-32.4238006883,1944.1589973094
19751212,581,739,521,-119.696969697,-79.8699656927,-46.8547437053,-33.0152219874,1911.1437753219
19751215,674,680,516,-4.4313146233,-72.3261005857,-44.7335722512,-27.5925283346,1883.5512469874
19751216,968,461,472,354.7935619314,-29.614134334,-24.757215542,-4.856918792,1878.6943281954
19751217,803,549,530,187.8698224852,-7.8657386521,-14.1258636407,6.2601249886,1884.9544531839
19751218,858,559,477,211.0091743119,14.0217526443,-2.869111743,16.8908643873,1901.8453175713
19751219,570,804,515,-170.3056768559,-4.4109903057,-11.2409399987,6.829949693,1908.6752672643
19751222,478,925,493,-318.6029935852,-35.8301906337,-26.609042678,-9.2211479557,1899.4541193086
19751223,871,569,475,209.7222222222,-11.2749493481,-14.792479433,3.5175300849,1902.9716493935
19751224,1087,303,403,564.0287769784,46.2554232846,14.1485833876,32.106839897,1935.0784892905
19751226,1057,327,405,527.4566473988,94.375545696,39.8139865881,54.5615591079,1989.6400483984
19751229,744,708,452,24.7933884298,87.4173299694,39.0629566802,48.3543732892,2037.9944216875
19751230,579,800,496,-160.2610587382,62.6494910986,29.0967559093,33.5527351893,2071.5471568769
19751231,1154,363,368,521.4238628873,108.5269282775,53.7131112582,54.8138170193,2126.3609738962
19760102,1123,318,359,558.639833449,153.5382187946,78.9594473677,74.5787714269,2200.9397453231
19760105,1466,193,238,767.3297166968,214.9173685849,113.3779608342,101.5394077507,2302.4791530737
19760106,1321,304,313,625.8461538462,256.010247111,139.0013704848,117.0088766262,2419.4880296999
19760107,927,570,410,238.4769539078,254.2569177907,143.9751496559,110.2817681347,2529.7697978346
19760108,993,509,400,322.2370173103,261.0549277426,152.8882430387,108.166684704,2637.9364825386
19760109,923,529,437,271.349862259,262.0844211943,158.8113239997,103.2730971946,2741.2095797332
19760112,1190,362,366,533.5051546392,289.2264945387,177.5460155316,111.6804790071,2852.8900587403
19760113,631,916,382,-184.2275371687,241.881091368,159.4573378966,82.4237534714,2935.3138122117
19760114,1324,309,284,621.5554194734,279.8485241785,182.5622419755,97.2862822031,3032.6000944148
19760115,767,751,402,10.5401844532,252.917690206,173.9611390994,78.9565511067,3111.5566455214
19760116,925,539,435,263.6612021858,253.992041404,178.4461422537,75.5458991503,3187.1025446717
19760119,1174,379,348,511.9124275596,279.7840800195,195.119456519,84.6646235006,3271.7671681723
19760120,957,568,393,255.0819672131,277.3138687389,198.1175820537,79.1962866852,3350.9634548575
19760121,677,853,376,-115.0326797386,238.0792138912,182.4600689641,55.6191449271,3406.5825997846
19760122,751,688,428,43.7804030577,218.6493328078,175.5260856687,43.1232471391,3449.7058469237
19760123,1171,400,331,490.7702100573,245.8614205328,191.2882918882,54.5731286446,3504.2789755683
19760126,1022,545,354,304.4033184429,251.7156103238,196.9440432159,54.7715671079,3559.0505426761
19760127,750,772,386,-14.4546649146,225.0985827999,186.3741078094,38.7244749906,3597.7750176667
19760128,507,982,406,-319.0060443251,170.6881200874,161.1051002027,9.5830198848,3607.3580375514
19760129,1204,386,308,514.465408805,205.0658489592,178.7731156328,26.2927333264,3633.6507708779
19760130,1064,477,385,380.9214795587,222.6514120191,188.8805338291,33.7708781901,3667.4216490679
19760202,863,655,395,137.022397892,214.0885106064,186.2876270322,27.8008835742,3695.2225326421
19760203,991,556,365,281.1893988365,220.7985994294,191.0327156224,29.765883807,3724.9884164491
19760204,1145,459,327,427.680798005,241.486819287,202.8651197416,38.6216995454,3763.6101159946
19760205,480,1093,356,-389.701207883,178.36801657,173.2368033603,5.1312132097,3768.7413292042
19760206,518,1007,387,-320.6557377049,128.4656411425,148.5421763071,-20.0765351646,3748.6647940397
19760209,1010,510,401,328.9473684211,148.5138138704,157.5624359128,-9.0486220424,3739.6161719972
19760210,1038,491,386,357.7501635056,169.4374488339,167.5718222924,1.8656265415,3741.4817985387
19760211,969,570,388,259.2592592593,178.4196298764,172.1561941408,6.2634357357,3747.7452342744
19760212,756,751,396,3.3178500332,160.9094518921,163.7142769354,-2.8048250433,3744.9404092311
19760213,622,868,404,-165.1006711409,128.3084395888,147.2735295316,-18.9650899428,3725.9753192883
19760217,673,845,389,-113.3069828722,104.1468973427,134.2445039114,-30.0976065687,3695.8777127196
19760218,1081,505,344,363.1778058008,130.0499881885,145.6911690058,-15.6411808173,3680.2365319023
19760219,1262,373,290,543.7308868502,171.4180780547,165.5931548981,5.8249231566,3686.0614550589
19760220,1005,596,313,255.4653341661,179.8228036658,170.0867638615,9.7360398044,3695.7974948632
19760223,713,831,374,-76.4248704663,154.1980362526,157.7611821451,-3.5631458925,3692.2343489708
19760224,977,573,365,260.6451612903,164.8427487564,162.9053811023,1.937367654,3694.1717166248
19760225,683,874,361,-122.6718047527,136.0912934055,148.6265218096,-12.5352284041,3681.6364882207
19760226,396,1205,294,-505.3091817614,71.9512458888,115.929736631,-43.9784907423,3637.6579974784
19760227,453,1092,348,-413.5922330097,23.3968979989,89.453638149,-66.0567401501,3571.6012573284
19760301,780,702,394,52.6315789474,26.3203660938,87.6125351889,-61.2921690951,3510.3090882332
19760302,1033,508,346,340.6878650227,57.7571159867,100.2663016806,-42.5091856939,3467.7999025393
19760303,629,902,352,-178.3148269105,34.1499216969,86.337245251,-52.1873235541,3415.6125789852
19760304,430,1073,367,-427.8110445775,-12.0461749305,60.6298307596,-72.6760056901,3342.9365732951
19760305,736,709,408,18.6851211073,-8.9730453267,58.532595277,-67.5056406037,3275.4309326913
19760308,1026,488,374,355.3500660502,27.459265811,73.3734688157,-45.9142030047,3229.5167296866
19760309,837,717,340,77.2200772201,32.4353469519,73.5657992359,-41.130452284,3188.3862774026
19760310,773,722,385,34.1137123746,32.6031834941,71.5931948928,-38.9900113987,3149.396266004
19760311,902,574,392,222.2222222222,51.565087367,79.1246462593,-27.5595588923,3121.8367071116
19760312,465,1063,374,-391.3612565445,7.2724529758,55.6003511191,-48.3278981433,3073.5088089684
19760315,331,1218,349,-572.6275016139,-50.7175424832,24.1889584824,-74.9065009656,2998.6023080027
19760316,956,562,372,259.5520421607,-19.6905840188,35.9571126664,-55.6476966851,2942.9546113176
19760317,786,639,452,103.1578947368,-7.4057361432,39.3171517699,-46.7228879131,2896.2317234045
19760318,498,936,420,-305.4393305439,-37.2090955833,22.0793276542,-59.2884232375,2836.943300167
19760319,689,731,441,-29.5774647887,-36.4459325038,19.496488032,-55.9424205359,2781.0008796312
19760322,702,725,445,-16.1177295025,-34.4131122037,17.7157771553,-52.128889359,2728.8719902721
19760323,936,564,369,248,-6.1718009833,29.2299882976,-35.4017892809,2693.4702009913
19760324,1081,452,359,410.3065883888,35.4760379539,48.2838183021,-12.8077803482,2680.662420643
19760325,514,933,433,-289.5646164478,2.9719725137,31.3913965646,-28.4194240509,2652.2429965921
19760326,768,632,453,97.1428571429,12.3890609766,34.6789695935,-22.2899086169,2629.9530879752
19760329,530,885,434,-250.8833922261,-13.9381843436,20.4008515025,-34.3390358462,2595.614052129
19760330,501,927,448,-298.3193277311,-42.3762986824,4.4648425409,-46.8411412233,2548.7729109058
19760331,891,559,422,228.9655172414,-15.24211709,15.6898762759,-30.9319933659,2517.8409175399
19760401,576,828,436,-179.4871794872,-31.6666233297,5.9310234877,-37.5976468175,2480.2432707224
19760402,657,753,452,-68.085106383,-35.3084716351,2.2302169942,-37.5386886293,2442.7045820931
19760405,1155,376,366,508.8177661659,19.104152145,27.5595944528,-8.4554423077,2434.2491397854
19760406,807,686,413,81.0448760884,25.2982245394,30.2338585346,-4.9356339952,2429.3135057902
19760407,335,1199,348,-563.2333767927,-33.5549355938,0.5604967682,-34.115432362,2395.1980734282
19760408,298,1213,350,-605.5592322965,-90.7553652641,-29.745489685,-61.0098755791,2334.1881978491
19760409,340,1141,377,-540.8507765024,-135.7649063879,-55.3007540259,-80.464152362,2253.7240454871
19760412,631,810,439,-124.2192921582,-134.610344965,-58.7466809325,-75.8636640324,2177.8603814546
19760413,836,589,426,173.3333333333,-103.8159771351,-47.1426802192,-56.6732969159,2121.1870845387
19760414,573,861,421,-200.8368200837,-113.51806143,-54.8273872124,-58.6906742175,2062.4964103212
19760415,813,595,428,154.8295454545,-86.6833007415,-44.3445405791,-42.3387601624,2020.1576501588
19760419,1016,474,379,363.7583892617,-41.6391317412,-23.9393940871,-17.6997376541,2002.4579125046
19760420,1224,333,351,572.2543352601,19.7502149589,5.8702923803,13.8799225786,2016.3378350832
19760421,888,581,420,208.9857045609,38.6737639191,16.0260629893,22.6477009298,2038.985536013
19760422,704,771,423,-45.4237288136,30.2640146459,12.9535733992,17.3104412467,2056.2959772597
19760423,502,976,400,-320.7036535859,-4.8327521773,-3.7292879501,-1.1034642273,2055.1925130325
19760426,714,755,410,-27.9101429544,-7.140491255,-4.9383307003,-2.2021605547,2052.9903524777
19760427,563,859,467,-208.1575246132,-27.2421945908,-15.0992903959,-12.1429041949,2040.8474482828
19760428,636,771,456,-95.9488272921,-34.112857861,-19.1417672407,-14.9710906202,2025.8763576626
19760429,768,638,471,92.4608819346,-21.4554838814,-13.561634782,-7.8938490994,2017.9825085631
19760430,586,785,485,-145.1495258935,-33.8248880826,-20.1410293375,-13.6838587451,2004.298649818
19760503,376,1087,411,-485.987696514,-79.0411689258,-43.4333626964,-35.6078062294,1968.6908435886
19760504,838,570,465,190.3409090909,-52.1029611241,-31.744649107,-20.3583120171,1948.3325315715
19760505,558,831,459,-196.5442764579,-66.5470926575,-39.9846304746,-26.5624621829,1921.7700693886
19760506,752,638,465,82.0143884892,-51.6909445428,-33.8846795264,-17.8062650164,1903.9638043722
19760507,940,485,444,319.298245614,-14.5920255271,-16.2255332693,1.6335077422,1905.5973121144
19760510,1092,416,378,448.275862069,31.6947632325,6.9995364976,24.6952267349,1930.2925388493
19760511,785,666,453,82.0124052378,36.726527433,10.7501799346,25.9763474984,1956.2688863477
19760512,629,797,439,-117.8120617111,21.2726685186,4.3220678523,16.9506006663,1973.219487014
19760513,543,873,439,-233.0508474576,-4.159683079,-7.5465779132,3.3868948342,1976.6063818482
19760514,430,992,422,-395.2180028129,-43.2655150524,-26.9301491582,-16.3353658942,1960.271015954
19760517,507,880,479,-268.925739005,-65.8315374477,-39.0299286505,-26.8016087971,1933.4694071569
19760518,730,701,482,20.2655485674,-57.2218288462,-36.0651547896,-21.1566740565,1912.3127331003
19760519,702,698,461,2.8571428571,-51.2139316758,-34.1190399073,-17.0948917685,1895.2178413318
19760520,901,565,432,229.1950886767,-23.1730296406,-20.9533334781,-2.2196961625,1892.9981451693
19760521,566,887,435,-220.9222298692,-42.9479496634,-30.9517782976,-11.9961713658,1881.0019738035
19760524,239,1283,315,-685.9395532194,-107.247110019,-63.7011670437,-43.5459429753,1837.4560308282
19760525,482,983,401,-341.9795221843,-130.7203512356,-77.6150848008,-53.1052664348,1784.3507643934
19760526,671,718,472,-33.8372930166,-121.0320454137,-75.4261952116,-45.6058502021,1738.7449141913
19760527,548,850,422,-216.0228898426,-130.5311298566,-82.4560299431,-48.0750999135,1690.6698142778
19760528,961,432,400,379.7559224695,-79.502424624,-59.3454323225,-20.1569923015,1670.5128219763
19760601,658,740,456,-58.6552217454,-77.4177043361,-59.3109217936,-18.1067825425,1652.4060394338
19760602,757,640,437,83.7508947745,-61.300844425,-52.1578309652,-9.1430134598,1643.263025974
19760603,656,704,488,-35.2941176471,-58.7001717472,-51.3146452993,-7.3855264479,1635.8774995261
19760604,371,1006,440,-461.1474219317,-98.9448967657,-71.8062841309,-27.1386126348,1608.7388868913
19760607,418,1034,392,-424.2424242424,-131.4746495134,-89.4280911365,-42.0465583769,1566.6923285145
19760608,731,637,498,68.7134502924,-111.4558395328,-81.5210140651,-29.9348254677,1536.7575030467
19760609,664,640,504,18.4049079755,-98.469764782,-76.524717963,-21.9450468189,1514.8124562278
19760610,920,444,463,348.9736070381,-53.7254276,-55.249801713,1.524374113,1516.3368303408
19760611,1051,384,407,464.8083623693,-1.872048603,-29.2468935089,27.3748449058,1543.7116752467
19760614,1123,368,372,506.3715627096,48.9523125282,-2.4659706979,51.4182832262,1595.1299584729
19760615,582,794,491,-154.0697674419,28.6501045312,-10.0461605351,38.6962650664,1633.8262235392
19760616,887,543,420,240.5594405594,49.841038134,2.4841195196,47.3569186145,1681.1831421537
19760617,1144,352,359,529.4117647059,97.7981107912,28.8305017789,68.9676090123,1750.150751166
19760618,877,556,431,224.0055826937,110.4188579815,38.5892558246,71.8296021568,1821.9803533228
19760621,850,565,459,201.4134275618,119.5183149395,46.7304644115,72.787850528,1894.7682038508
19760622,552,881,456,-229.5882763433,84.6076558112,32.9145273738,51.6931284375,1946.4613322883
19760623,566,837,432,-193.1575196009,56.83113827,21.610925025,35.220213245,1981.6815455333
19760624,940,455,424,347.6702508961,85.9150495326,37.9138913186,48.001158214,2029.6827037473
19760625,776,611,452,118.9617880317,89.2197233825,41.9662861542,47.2534372283,2076.9361409756
19760628,702,700,429,1.4265335235,80.4404043966,39.9392985227,40.5011058739,2117.4372468495
19760629,808,604,461,144.4759206799,86.843956025,45.1661296306,41.6778263944,2159.1150732439
19760630,960,457,441,354.9752999294,113.6570904154,60.6565881455,53.0005022699,2212.1155755138
19760701,571,889,390,-217.8082191781,80.5105594561,46.7333477793,33.7772116767,2245.8927871905
19760702,891,521,416,262.0396600567,98.6634695161,57.4986633932,41.1648061229,2287.0575933135
19760706,644,737,464,-67.3425054308,82.0628720214,51.256604952,30.8062670694,2317.8638603829
19760707,813,577,474,169.7841726619,90.8350020855,57.1829833375,33.652018748,2351.5158791309
19760708,801,579,475,160.8695652174,97.8384583987,62.3673124315,35.4711459672,2386.987025098
19760709,981,426,453,394.4562899787,127.5002415567,78.9717613088,48.5284802478,2435.5155053459
19760712,1030,440,422,401.3605442177,154.8862718228,95.0912004543,59.7950713685,2495.3105767143
19760713,745,710,438,24.0549828179,141.8031429223,91.5393895725,50.2637533498,2545.5743300641
19760714,856,563,473,206.4834390416,148.2711725342,97.2865920459,50.9845804883,2596.5589105524
19760715,544,867,454,-228.9156626506,110.5524890157,80.9764793111,29.5760097046,2626.1349202571
19760716,493,914,438,-299.2181947406,69.5754206401,61.9667456085,7.6086750316,2633.7435952886
19760719,644,766,452,-86.524822695,53.9653963066,54.5421671933,-0.5767708868,2633.1668244019
19760720,416,1043,432,-429.746401645,5.5942165114,30.3277387514,-24.73352224,2608.4333021619
19760721,747,644,457,74.0474478792,12.4395396482,32.5137242078,-20.0741845596,2588.3591176023
19760722,673,700,489,-19.6649672251,9.2290889609,29.9047896362,-20.6757006753,2567.683416927
19760723,735,591,511,108.5972850679,19.1659085716,33.8394144077,-14.6735058362,2553.0099110908
19760726,616,749,483,-97.4358974359,7.5057279708,27.2756488156,-19.7699208447,2533.2399902461
19760727,488,870,482,-281.2960235641,-21.3744471827,11.8470651966,-33.2215123792,2500.0184778669
19760728,456,922,477,-338.1712626996,-53.0541287343,-5.6538511982,-47.4002775361,2452.6182003307
19760729,572,698,548,-99.2125984252,-57.6699757034,-10.3317885596,-47.3381871439,2405.2800131869
19760730,770,531,518,183.7048424289,-33.5324938902,-0.6299570101,-32.9025368801,2372.3774763068
19760802,631,703,483,-53.9730134933,-35.5765458505,-3.2971098343,-32.2794360162,2340.0980402906
19760803,996,444,393,383.3333333333,6.3144420679,16.0344123241,-9.7199702562,2330.3780700344
19760804,826,558,478,193.6416184971,25.0471597108,24.9147726327,0.1323870781,2330.5104571125
19760805,573,776,487,-150.4818383988,7.4942598998,16.1449420812,-8.6506821813,2321.8597749312
19760806,646,723,477,-56.2454346238,1.1202904475,12.5254232459,-11.4051327984,2310.4546421327
19760809,556,737,515,-139.9845320959,-12.9901918069,4.8999254788,-17.8901172857,2292.5645248471
19760810,912,478,484,312.2302158273,19.5318489566,20.2664399962,-0.7345910397,2291.8299338074
19760811,668,698,515,-21.9619326501,15.3824707959,18.1550213639,-2.772550568,2289.0573832393
19760812,628,723,491,-70.3182827535,6.812395441,13.7313561581,-6.9189607171,2282.1384225222
19760813,698,611,515,66.4629488159,12.7774507784,16.3679357909,-3.5904850125,2278.5479375097
19760816,769,643,469,89.2351274788,20.4232184485,20.0112953753,0.4119230731,2278.9598605829
19760817,767,634,499,94.9321912919,27.8741157328,23.7573401712,4.1167755617,2283.0766361445
19760818,628,726,505,-72.3781388479,17.8488902748,18.9505662202,-1.1016759455,2281.9749601991
19760819,302,1165,372,-588.2753919564,-42.7635379484,-11.4107316886,-31.3528062597,2250.6221539393
19760820,337,1032,451,-507.6698319942,-89.2541673529,-36.2236867039,-53.030480649,2197.5916732903
19760823,410,958,475,-400.5847953216,-120.3872301498,-54.4417421348,-65.945488015,2131.6461852753
19760824,576,801,482,-163.3986928105,-124.6883764159,-59.8895896686,-64.7987867473,2066.847398528
19760825,817,566,472,181.4895155459,-94.0705872197,-47.8206344078,-46.2499528119,2020.5974457161
19760826,575,776,493,-148.7786824574,-99.5413967435,-52.8685368103,-46.6728599331,1973.924585783
19760827,668,682,464,-10.3703703704,-90.6242941062,-50.7436284883,-39.8806656178,1934.0439201651
19760830,864,488,467,278.1065088757,-53.751213808,-34.3011216201,-19.4500921879,1914.5938279773
19760831,1003,399,450,430.8131241084,-5.2947800163,-11.0454093337,5.7506293174,1920.3444572946
19760901,999,386,468,442.5992779783,39.4946257831,11.6368250319,27.8578007512,1948.2022580459
19760902,772,646,476,88.8575458392,44.4309177887,15.4978610723,28.9330567165,1977.1353147623
19760903,835,489,494,261.329305136,66.1207565235,27.7894332755,38.331323248,2015.4666380103
19760907,939,477,451,326.2711864407,92.1357995152,42.7135209337,49.4222785815,2064.8889165918
19760908,765,666,493,69.1823899371,89.8404585574,44.0369643839,45.8034941735,2110.6924107653
19760909,529,867,491,-242.1203438395,56.6443783177,29.7290989727,26.915279345,2137.6076901103
19760910,778,592,496,135.7664233577,64.5565828217,35.030965192,29.5256176297,2167.13330774
19760913,661,747,477,-61.0795454545,51.9929699941,30.2254396596,21.7675303344,2188.9008380744
19760914,556,826,486,-195.3690303907,27.2567699556,18.9457161571,8.3110537985,2197.2118918729
19760915,703,641,529,46.130952381,29.1441881981,20.3049779683,8.8392102298,2206.0511021027
19760916,995,438,462,388.6950453594,65.0992739142,38.7244813379,26.3747925764,2232.425894679
19760917,1089,406,421,456.856187291,104.2749652519,59.6310666355,44.6438986164,2277.0697932954
19760920,888,576,448,213.1147540984,115.1589441366,67.3052510087,47.8536931279,2324.9234864233
19760921,1132,375,427,502.3224950232,153.8752992252,89.0561132094,64.8191860158,2389.7426724392
19760922,782,697,464,57.4712643678,144.2348957395,87.4768707673,56.7580249722,2446.5006974114
19760923,534,910,484,-260.3878116343,103.7726250021,70.0836366472,33.6889883549,2480.1896857662
19760924,639,737,498,-71.2209302326,86.2732694786,63.0184083032,23.2548611754,2503.4445469416
19760927,827,568,478,185.6630824373,96.2122507745,69.1506420099,27.0616087646,2530.5061557062
19760928,397,1107,407,-472.0744680851,39.3835788885,42.0893865052,-2.7058076166,2527.8003480895
19760929,439,966,493,-375.0889679715,-2.0636757975,21.2304687814,-23.2941445788,2504.5062035107
19760930,621,755,492,-97.3837209302,-11.5956803107,15.2997592958,-26.8954396065,2477.6107639042
19761001,453,996,428,-374.7412008282,-47.9102323625,-4.2022887104,-43.7079436521,2433.9028202521
