Date (YMD),Advancers,Decliners,Unchanged,RANA,19-day EMA,39-day EMA,Oscillator,Index
19861121,1082,557,388,320.317266626,-4.8582483875,5.45684205,-10.3150904374,2229.9584489246
19861124,906,692,439,133.9173967459,9.0193161259,11.8798697848,-2.8605536589,2227.0978952657
19861125,862,741,422,75.4834684966,15.6657313629,15.0600497204,0.6056816426,2227.7035769082
19861126,713,826,486,-73.4243014945,6.7567280772,10.6358321596,-3.8791040824,2223.8244728258
19861128,806,639,484,115.5709342561,17.6381486951,15.8825872644,1.7555614306,2225.5800342565
19861201,651,969,424,-196.2962962963,-3.7552958041,5.2736430864,-9.0289388905,2216.551095366
19861202,1326,372,351,561.8374558304,52.8039793594,33.1018337236,19.7021456358,2236.2532410018
19861203,757,850,431,-57.8718108276,41.7364003407,28.553151496,13.1832488446,2249.4364898464
19861204,713,839,494,-81.1855670103,29.4442036056,23.0662155707,6.3779880349,2255.8144778813
19861205,550,987,487,-284.3201040989,-1.9322271649,7.6968995872,-9.6291267521,2246.1853511292
19861208,672,898,472,-143.949044586,-16.133908907,0.1146023786,-16.2485112856,2229.9368398436
19861209,532,1050,482,-327.4336283186,-47.2638808481,-16.2628091563,-31.0010716919,2198.9357681518
19861210,887,707,461,112.9234629862,-31.2451464647,-9.8034955492,-21.4416509155,2177.4941172362
19861211,440,1181,428,-457.1252313387,-73.8331549521,-32.1695823386,-41.6635726135,2135.8305446228
19861212,536,1020,499,-311.0539845758,-97.5552379145,-46.1138024505,-51.441435464,2084.3891091588
19861215,762,863,438,-62.1538461538,-94.0150987384,-46.9158046357,-47.0992941028,2037.289815056
19861216,944,670,456,169.7645600991,-67.6371328547,-36.0817863989,-31.5553464557,2005.7344686003
19861217,501,1145,417,-391.2515188335,-99.9985714525,-53.8402730206,-46.1582984319,1959.5761701684
19861218,634,958,476,-203.5175879397,-110.3504731013,-61.3241387666,-49.0263343347,1910.5498358337
19861219,1185,506,391,401.5375517445,-59.1616706167,-38.181054241,-20.9806163756,1889.5692194581
19861222,618,1032,434,-250.9090909091,-78.3364126459,-48.8174560744,-29.5189565715,1860.0502628866
19861223,467,1265,393,-460.7390300231,-116.5766743836,-69.4135347719,-47.1631396118,1812.8871232749
19861224,951,570,460,250.4930966469,-79.8696972806,-53.4182032009,-26.4514940796,1786.4356291952
19861226,794,575,530,159.9707815924,-55.8856493933,-42.7487539613,-13.136895432,1773.2987337632
19861229,416,1200,432,-485.1485148515,-98.8119359391,-64.8687420058,-33.9431939333,1739.3555398299
19861230,483,1137,469,-403.7037037037,-129.3011127156,-81.8104900907,-47.4906226249,1691.864917205
19861231,799,842,451,-26.2035344302,-118.991354887,-79.0301423077,-39.9612125794,1651.9037046256
19870102,1483,164,273,800.8500303582,-27.0072163625,-35.0361336744,8.0289173119,1659.9326219375
19870105,1613,171,236,808.2959641256,56.5231016863,7.1304712156,49.3926304707,1709.3252524082
19870106,972,699,348,163.3752244165,67.2083139593,14.9427088757,52.2656050836,1761.5908574918
19870107,1223,444,377,467.3065386923,107.2181364326,37.5609003665,69.6572360661,1831.2480935579
19870108,1172,515,351,389.4487255483,135.4411953442,55.1552916256,80.2859037186,1911.5339972765
19870109,1059,583,380,289.8903775883,150.8861135686,66.8920459237,83.9940676449,1995.5280649214
19870112,1135,534,357,360.0958657879,171.8070887905,81.5522369169,90.2548518736,2085.782916795
19870113,838,773,397,40.34761018,158.6611409295,79.4920055801,79.1691353494,2164.9520521443
19870114,1153,499,366,395.8837772397,182.3834045605,95.3115941631,87.0718103974,2252.0238625418
19870115,1075,591,370,290.5162064826,193.1966847527,105.0718247791,88.1248599737,2340.1487225154
19870116,603,1080,349,-283.422459893,145.5347702881,85.6471105454,59.8876597427,2400.0363822581
19870119,1057,576,364,294.5499081445,160.4362840738,96.0922504254,64.3440336484,2464.3804159065
19870120,849,811,378,22.8915662651,146.6818122929,92.4322162174,54.2495960755,2518.630011982
19870121,595,1102,349,-298.7625220978,102.1373788538,72.8724793016,29.2648995522,2547.8949115342
19870122,1209,452,357,455.7495484648,137.4985958149,92.0163327598,45.4822630551,2593.3771745894
19870123,570,1085,366,-311.1782477341,92.63091146,71.8566037351,20.7743077249,2614.1514823143
19870126,599,968,404,-235.4818123803,59.819639076,56.4896829293,3.3299561467,2617.481438461
19870127,1152,435,398,451.7958412098,99.0172592894,76.2549908433,22.762268446,2640.243706907
19870128,923,663,409,163.9344262295,105.5089759834,80.6389626126,24.8700133707,2665.1137202777
19870129,755,852,396,-60.3609209708,88.921986288,73.5889684335,15.3330178545,2680.4467381322
19870130,756,800,441,-28.2776349614,77.202024163,68.4956382637,8.7063858993,2689.1531240315
19870202,1179,472,374,428.2253179891,112.3043535456,86.48212225,25.8222312956,2714.9753553271
19870203,880,718,404,101.3767209011,111.2115902812,87.2268521826,23.9847380986,2738.9600934258
19870204,1218,427,357,480.8510638298,148.175537636,106.9080627649,41.2674748711,2780.2275682969
19870205,1039,604,376,264.7595861229,159.8339424847,114.8006389328,45.0333035519,2825.2608718488
19870206,804,782,417,13.8713745271,145.237685689,109.7541757125,35.4835099764,2860.7443818252
19870209,582,1066,379,-293.6893203884,101.3449850812,89.5820009075,11.7629841737,2872.507365999
19870210,544,1095,371,-336.1805979256,57.5924267806,68.2938709658,-10.7014441853,2861.8059218137
19870211,1035,563,397,295.3692115144,81.3701052539,79.6476379933,1.7224672607,2863.5283890744
19870212,722,850,432,-81.4249363868,65.0906010899,71.5940092743,-6.5034081844,2857.02498089
19870213,1096,509,371,365.7320872274,95.1547497036,86.3009131719,8.8538365317,2865.8788174217
19870217,1141,514,356,378.8519637462,123.5244711079,100.9284657006,22.5960054072,2888.4748228289
19870218,826,802,388,14.742014742,112.6462254713,96.6191431527,16.0270823186,2904.5019051475
19870219,847,766,402,50.2169869808,106.4033016222,94.2990353441,12.1042662781,2916.6061714257
19870220,829,787,388,25.9900990099,98.361981361,90.8835885274,7.4783928336,2924.0845642593
19870223,439,1166,372,-452.9595015576,43.2298330691,63.6914340231,-20.461600954,2903.6229633053
19870224,848,723,422,79.5671546785,46.8635652301,64.4852200559,-17.6216548258,2886.0013084795
19870225,905,678,401,143.3986102337,56.5170697305,68.4308895648,-11.9138198344,2874.0874886451
19870226,621,935,418,-201.7994858612,30.6854141713,54.9193707935,-24.2339566222,2849.8535320229
19870227,866,679,441,121.0355987055,39.7204326247,58.2251821891,-18.5047495644,2831.3487824585
19870302,781,806,389,-15.7529930687,34.1730900554,54.5262734262,-20.3531833708,2810.9955990876
19870303,814,735,427,51.0006455778,35.8558456076,54.3499920338,-18.4941464262,2792.5014526615
19870304,1133,493,364,393.6039360394,71.6306546508,71.3126892341,0.3179654167,2792.8194180782
19870305,898,716,370,112.7633209418,75.7439212799,73.3852208195,2.3587004604,2795.1781185386
19870306,702,856,425,-98.8446726573,58.2850618862,64.7737261456,-6.4886642595,2788.6894542791
19870309,537,1069,391,-331.2577833126,19.3307773663,44.9721506727,-25.6413733064,2763.0480809727
19870310,1000,614,407,239.1573729864,41.3134369283,54.6814117884,-13.3679748601,2749.6801061126
19870311,775,796,431,-13.367281986,35.8453650369,51.2789770997,-15.4336120628,2734.2464940498
19870312,897,666,423,147.792706334,47.0400991666,56.1046635614,-9.0645643948,2725.181929655
19870313,678,868,439,-122.8978007762,30.0463091723,47.1545403445,-17.1082311722,2708.0736984828
19870316,550,1041,397,-308.6109365179,-3.8194153967,29.3662665014,-33.1856818981,2674.8880165847
19870317,1038,544,389,312.2629582807,27.788821971,43.5111010904,-15.7222791193,2659.1657374654
19870318,810,767,416,27.2669625872,27.7366360326,42.6988941652,-14.9622581326,2644.2034793328
19870319,855,759,385,59.4795539033,30.9109278197,43.5379271521,-12.6269993324,2631.5764800004
19870320,1211,462,330,447.6987447699,72.5897095147,63.745968033,8.8437414817,2640.4202214821
19870323,868,750,399,72.9295426452,72.6236928278,64.2051467636,8.4185460642,2648.8387675463
19870324,762,838,399,-47.5,60.611323545,58.6198894254,1.9914341196,2650.8302016659
19870325,695,863,415,-107.8305519897,43.7671359915,50.2973673547,-6.5302313631,2644.2999703028
19870326,795,765,432,19.2307692308,41.3134993155,48.7440374485,-7.430538133,2636.8694321697
19870327,461,1122,406,-417.5615919141,-4.5740098075,25.4287559803,-30.0027657878,2606.8666663819
19870330,234,1522,239,-733.4851936219,-77.4651281889,-12.5169414998,-64.9481866892,2541.9184796927
19870331,993,591,387,253.7878787879,-44.3398274913,0.7982995146,-45.1381270059,2496.7803526868
19870401,599,1041,371,-269.512195122,-66.8570642543,-12.7172252172,-54.1398390371,2442.6405136497
19870402,950,609,410,218.7299550994,-38.298362319,-1.1448662014,-37.1534961176,2405.4870175322
19870403,1214,418,348,487.7450980392,14.3059837169,23.2996320106,-8.9936482938,2396.4933692384
19870406,877,734,398,88.764742396,21.7518595848,26.5728875299,-4.8210279451,2391.6723412932
19870407,527,1121,345,-360.4368932039,-16.4670156941,7.2223984932,-23.6894141873,2367.9829271059
19870408,708,849,434,-90.5587668593,-23.8761908106,2.3333402256,-26.2095310362,2341.7733960697
19870409,371,1260,377,-545.0643776824,-75.9950094978,-25.0365456698,-50.958463828,2290.8149322417
19870410,512,1072,413,-353.5353535354,-103.7490439015,-41.4614860631,-62.2875578385,2228.5273744032
19870413,285,1429,284,-667.4445740957,-160.118596921,-72.7606404647,-87.3579564563,2141.169417947
19870414,163,1646,203,-819.7899391929,-226.0857311482,-110.1121054011,-115.973625747,2025.1957922
19870415,1124,546,328,346.1077844311,-168.8663795902,-87.3011109095,-81.5652686807,1943.6305235192
19870416,1214,475,309,437.5370041445,-108.2260412168,-61.0592051568,-47.16683606,1896.4636874593
19870420,654,924,398,-171.102661597,-114.5137032548,-66.5613779788,-47.952325276,1848.5113621833
19870421,986,631,356,219.5423623995,-81.1080966894,-52.2561909599,-28.8519057295,1819.6594564539
19870422,562,1053,344,-304.0247678019,-103.3997638006,-64.844619802,-38.5551439986,1781.1043124553
19870423,627,978,381,-218.691588785,-114.928946299,-72.5369682512,-42.3919780479,1738.7123344074
19870424,372,1266,349,-545.7875457875,-158.0148062479,-96.199497128,-61.8153091199,1676.8970252875
19870427,540,1136,286,-355.6085918854,-177.7741848117,-109.1699518658,-68.6042329458,1608.2927923416
19870428,998,599,361,249.8434564809,-135.0124206824,-91.2192814485,-43.7931392339,1564.4996531078
19870429,969,603,394,232.8244274809,-98.2287358661,-75.017096002,-23.211639864,1541.2880132437
19870430,1102,513,357,364.7058823529,-51.9352740442,-53.0309470843,1.0956730401,1542.3836862839
19870501,680,861,412,-117.4561972745,-58.4873663672,-56.2522095938,-2.2351567734,1540.1485295105
19870504,761,830,387,-43.3689503457,-56.975524765,-55.6080466314,-1.3674781337,1538.7810513768
19870505,1192,405,382,492.7989981215,-1.9980724764,-28.1876943937,26.1896219174,1564.9706732942
19870506,771,798,404,-17.2084130019,-3.5191065289,-27.6387303242,24.1196237952,1589.0902970894
19870507,811,782,385,18.2046453233,-1.3467313437,-25.3465615418,23.9998301981,1613.0901272874
19870508,739,832,416,-59.1979630808,-7.1318545174,-27.0391316187,19.9072771013,1632.9974043887
19870511,812,771,404,25.9001895136,-3.8286501143,-24.3921655621,20.5635154478,1653.5609198365
19870512,725,842,421,-74.6649649011,-10.912281593,-26.9058055291,15.9935239361,1669.5544437726
19870513,760,838,404,-48.8110137672,-14.7021548104,-28.001065941,13.2989111305,1682.8533549031
19870514,769,776,445,-4.5307443366,-13.685013763,-26.8275498608,13.1425360977,1695.9958910008
19870515,291,1378,331,-651.2881965249,-77.4453320392,-58.050582194,-19.3947498453,1676.6011411556
19870518,455,1238,350,-462.4926166568,-115.950060501,-78.2726839171,-37.6773765839,1638.9237645717
19870519,352,1326,344,-580.452920143,-162.4003464652,-103.3816957284,-59.0186507368,1579.9051138349
19870520,461,1173,375,-435.7405140759,-189.7343632263,-119.9996366458,-69.7347265805,1510.1703872544
19870521,969,613,415,225.0316055626,-148.2577663474,-102.7480745354,-45.509691812,1464.6606954424
19870522,893,648,431,158.9876703439,-117.5332226782,-89.6612872914,-27.8719353869,1436.7887600556
19870526,1325,349,315,583.0346475508,-47.4764356553,-56.0264905493,8.5500548939,1445.3388149495
19870527,797,758,439,25.0803858521,-40.2207535046,-51.9711467292,11.7503932246,1457.0892081741
19870528,838,729,406,69.5596681557,-29.2427113386,-45.894605985,16.6518946464,1473.7411028205
19870529,943,637,407,193.670886076,-6.9513515971,-33.9163313819,26.9649797848,1500.7060826053
19870601,817,740,409,49.4540783558,-1.3108086018,-29.747810895,28.4370022932,1529.1430848985
19870602,622,926,425,-196.3824289406,-20.8179706357,-38.0795417973,17.2615711616,1546.4046560602
19870603,1101,476,400,396.3221306278,20.8960394906,-16.3594581761,37.2554976667,1583.6601537269
19870604,927,618,422,200,38.8064355416,-5.5414852673,44.3479208088,1628.0080745357
19870605,739,810,417,-45.8360232408,30.3421896633,-7.5562121659,37.8984018293,1665.906476365
19870608,1042,521,429,333.3333333333,60.6413040303,9.488265109,51.1530389213,1717.0595152863
19870609,849,712,428,87.7642536835,63.3535989957,13.4020645378,49.9515344579,1767.0110497442
19870610,887,690,427,124.9207355739,69.5103126535,18.9779980896,50.5323145639,1817.5433643081
19870611,891,627,490,173.9130434783,79.950585736,26.724750359,53.225835377,1870.7691996851
19870612,1090,492,395,378.002528445,109.7557800069,44.2886392633,65.4671407436,1936.2363404287
19870615,839,693,434,95.3002610966,108.3102281158,46.839220355,61.4710077609,1997.7073481895
19870616,838,712,431,81.2903225806,105.6082375623,48.5617754662,57.0464620961,2054.7538102856
19870617,783,796,425,-8.233058898,94.2241079163,45.722033748,48.5020741683,2103.2558844539
19870618,795,731,453,41.9397116645,88.9956682911,45.5329176439,43.4627506473,2146.7186351011
19870619,978,618,376,225.5639097744,102.6524924394,54.5344672504,48.1180251891,2194.8366602902
19870622,907,692,382,134.4590368981,105.8331468853,58.5306957328,47.3024511525,2242.1391114427
19870623,676,900,432,-142.1319796954,81.0366342272,48.4975619614,32.5390722659,2274.6781837086
19870624,632,906,421,-178.1534460338,55.1176262011,37.1650115616,17.9526146395,2292.6307983481
19870625,946,596,438,226.9779507134,72.3036586523,46.6556585192,25.6480001332,2318.2787984813
19870626,593,904,455,-207.7488309953,44.2984096876,33.9354340435,10.3629756441,2328.6417741254
19870629,713,822,437,-71.009771987,32.7675915201,28.6881737419,4.0794177782,2332.7211919036
19870630,606,995,393,-242.9731417864,5.1935181895,15.1051079655,-9.911589776,2322.8096021275
